gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group A,some college,standard,none,-0.7966517265801528,-0.42286256834661745,-0.07002419583918786
female,group C,some college,standard,completed,-0.13599387728556347,0.8777399683661646,0.5889872997516286
male,group B,some college,free/reduced,completed,-0.4002570170033992,-0.49131533343676387,-0.5313322427527594
male,group C,associate's degree,standard,none,-0.26812544714448133,-0.2859570381663246,-0.6631345418709227
male,group D,high school,standard,completed,-0.7305859416506939,-1.9288234003298388,-1.322146037461739
female,group C,associate's degree,standard,none,1.6477823158098277,1.7676259145380682,1.7093068422560167
female,group B,high school,free/reduced,none,-3.835677833335264,-3.092520406862328,-2.9696747764387803
male,group D,some high school,standard,none,0.9871244665152384,0.603928908005579,0.6548884493107102
male,group B,some high school,standard,completed,0.8549928966563205,1.0830982636366038,1.1820976457833634
female,group A,some college,standard,completed,0.7889271117268616,1.2200037938168968,1.5116033935787716
female,group C,some high school,standard,none,0.5246639720090258,0.39857061273513966,0.9184930475470369
male,group A,high school,standard,none,-0.598454371791776,-1.2442957494283746,-0.9267391401072492
female,group C,associate's degree,standard,none,-1.721572715592578,-0.6966736287072032,-1.1244425887844942
male,group E,some high school,standard,completed,0.9871244665152384,0.39857061273513966,0.523086150192547
female,group A,some high school,free/reduced,none,-1.457309575874742,-1.6550123399692531,-1.5198494861389842
female,group D,some college,free/reduced,completed,0.062203477502813326,1.1515510287267503,0.9843941971061185
male,group E,high school,free/reduced,completed,1.317453391162533,0.8092872032760182,0.45718500063346534
female,group B,some high school,standard,completed,-0.06992809235610455,0.8777399683661646,0.6548884493107102
female,group D,associate's degree,free/reduced,none,-0.7305859416506939,0.4670233778252861,0.523086150192547
female,group D,bachelor's degree,free/reduced,none,-0.26812544714448133,0.19321231746470036,0.3912838510743837
male,group A,high school,standard,none,-0.20205966221502242,-0.42286256834661745,-0.3995299436345961
female,group E,master's degree,standard,completed,1.4495849610214508,2.041436974898654,1.7752079918150983
male,group C,high school,free/reduced,none,-0.26812544714448133,-0.9704846890677888,-0.8608379905481676
female,group C,high school,free/reduced,completed,-0.46632280193285813,0.12475955237455394,-0.20182649495735114
female,group D,some college,standard,completed,0.12826926243227227,0.603928908005579,0.5889872997516286
female,group D,some college,free/reduced,none,0.7228613267974027,1.1515510287267503,1.1820976457833634
